file_name,label,text
Platycnemis pennipes_G.jpg,Platycnemis pennipes,"A dragonfly species:Platycnemis pennipes ,which belong to group : Zygoptera , in front of a white background, the picture is from from above orientation , and contains abdomen"
Pyrrhosoma nymphula_A.jpg,Pyrrhosoma nymphula,"A dragonfly species:Pyrrhosoma nymphula ,which belong to group : Zygoptera , in front of a white background, the picture is from from above orientation , and contains full body"
Pyrrhosoma nymphula_B.jpg,Pyrrhosoma nymphula,"A dragonfly species:Pyrrhosoma nymphula ,which belong to group : Zygoptera , in front of a white background, the picture is from from above orientation , and contains full body"
Pyrrhosoma nymphula_C.jpg,Pyrrhosoma nymphula,"A dragonfly species:Pyrrhosoma nymphula ,which belong to group : Zygoptera , in front of a white background, the picture is from from above orientation , and contains only the head"
Pyrrhosoma nymphula_D.jpg,Pyrrhosoma nymphula,"A dragonfly species:Pyrrhosoma nymphula ,which belong to group : Zygoptera , in front of a white background, the picture is from from above orientation , and contains only the gills"
Pyrrhosoma nymphula_E.jpg,Pyrrhosoma nymphula,"A dragonfly species:Pyrrhosoma nymphula ,which belong to group : Zygoptera , in front of a white background, the picture is from from above orientation , and contains only the gills"
Somatochlora flavomaculata_A.jpg,Somatochlora flavomaculata,"A dragonfly species:Somatochlora flavomaculata ,which belong to group : Anisoptera , in front of a aquatic plant background, the picture is from from above orientation , and contains full body"
Somatochlora metallica_A.jpg,Somatochlora metallica,"A dragonfly species:Somatochlora metallica ,which belong to group : Anisoptera , in front of a aquatic plant background, the picture is from from above orientation , and contains full body"
Somatochlora metallica_B.jpg,Somatochlora metallica,"A dragonfly species:Somatochlora metallica ,which belong to group : Anisoptera , in front of a white background, the picture is from from above orientation , and contains abdomen"
Somatochlora metallica_C.jpg,Somatochlora metallica,"A dragonfly species:Somatochlora metallica ,which belong to group : Anisoptera , in front of a white background, the picture is from from above orientation , and contains abdomen"
Somatochlora metallica_D.jpg,Somatochlora metallica,"A dragonfly species:Somatochlora metallica ,which belong to group : Anisoptera , in front of a white background, the picture is from from frontview orientation , and contains only the head"
Sympecma fusca_A.jpg,Sympecma fusca,"A dragonfly species:Sympecma fusca ,which belong to group : Zygoptera , in front of a aquatic plant background, the picture is from from above orientation , and contains full body"
Sympetrum danae_A.jpg,Sympetrum danae,"A dragonfly species:Sympetrum danae ,which belong to group : Anisoptera , in front of a white background, the picture is from from above orientation , and contains abdomen"
Sympetrum danae_B.jpg,Sympetrum danae,"A dragonfly species:Sympetrum danae ,which belong to group : Anisoptera , in front of a white background, the picture is from from above orientation , and contains abdomen"
Sympetrum danae_C.jpg,Sympetrum danae,"A dragonfly species:Sympetrum danae ,which belong to group : Anisoptera , in front of a white background, the picture is from from above orientation , and contains only the head"
Sympetrum danae_D.jpg,Sympetrum danae,"A dragonfly species:Sympetrum danae ,which belong to group : Anisoptera , in front of a sand background, the picture is from from above orientation , and contains full body"
Sympetrum danae_E.jpg,Sympetrum danae,"A dragonfly species:Sympetrum danae ,which belong to group : Anisoptera , in front of a sand background, the picture is from from above orientation , and contains full body"
Sympetrum depressiusculum_A.jpg,Sympetrum depressiusculum,"A dragonfly species:Sympetrum depressiusculum ,which belong to group : Anisoptera , in front of a aquatic plant background, the picture is from from above orientation , and contains full body"
Sympetrum depressiusculum_B.jpg,Sympetrum depressiusculum,"A dragonfly species:Sympetrum depressiusculum ,which belong to group : Anisoptera , in front of a sand background, the picture is from from above orientation , and contains full body"
Sympetrum flaveolum_A.jpg,Sympetrum flaveolum,"A dragonfly species:Sympetrum flaveolum ,which belong to group : Anisoptera , in front of a white background, the picture is from from above orientation , and contains abdomen"
Sympetrum flaveolum_B.jpg,Sympetrum flaveolum,"A dragonfly species:Sympetrum flaveolum ,which belong to group : Anisoptera , in front of a white background, the picture is from from above orientation , and contains abdomen"
Sympetrum flaveolum_C.jpg,Sympetrum flaveolum,"A dragonfly species:Sympetrum flaveolum ,which belong to group : Anisoptera , in front of a white background, the picture is from from above orientation , and contains only the head"
Sympetrum flaveolum_D.jpg,Sympetrum flaveolum,"A dragonfly species:Sympetrum flaveolum ,which belong to group : Anisoptera , in front of a sand background, the picture is from from above orientation , and contains full body"
Sympetrum fonscolombei_A.jpg,Sympetrum fonscolombei,"A dragonfly species:Sympetrum fonscolombei ,which belong to group : Anisoptera , in front of a white background, the picture is from from above orientation , and contains abdomen"
Sympetrum fonscolombei_B.jpg,Sympetrum fonscolombei,"A dragonfly species:Sympetrum fonscolombei ,which belong to group : Anisoptera , in front of a white background, the picture is from from above orientation , and contains abdomen"
Sympetrum fonscolombei_C.jpg,Sympetrum fonscolombei,"A dragonfly species:Sympetrum fonscolombei ,which belong to group : Anisoptera , in front of a white background, the picture is from from above orientation , and contains only the head"
Sympetrum fonscolombei_D.jpg,Sympetrum fonscolombei,"A dragonfly species:Sympetrum fonscolombei ,which belong to group : Anisoptera , in front of a sand background, the picture is from from above orientation , and contains full body"
Sympetrum fonscolombei_E.jpg,Sympetrum fonscolombei,"A dragonfly species:Sympetrum fonscolombei ,which belong to group : Anisoptera , in front of a aquatic plant background, the picture is from from above orientation , and contains full body"
Sympetrum sanguineum_A.jpg,Sympetrum sanguineum,"A dragonfly species:Sympetrum sanguineum ,which belong to group : Anisoptera , in front of a aquatic plant background, the picture is from from above orientation , and contains full body"
Sympetrum sanguineum_B.jpg,Sympetrum sanguineum,"A dragonfly species:Sympetrum sanguineum ,which belong to group : Anisoptera , in front of a white background, the picture is from from above orientation , and contains abdomen"
Sympetrum sanguineum_C.jpg,Sympetrum sanguineum,"A dragonfly species:Sympetrum sanguineum ,which belong to group : Anisoptera , in front of a white background, the picture is from from above orientation , and contains only the head"
Sympetrum sanguineum_D.jpg,Sympetrum sanguineum,"A dragonfly species:Sympetrum sanguineum ,which belong to group : Anisoptera , in front of a white background, the picture is from from above orientation , and contains abdomen"
Sympetrum striolatum_A.jpg,Sympetrum striolatum,"A dragonfly species:Sympetrum striolatum ,which belong to group : Anisoptera , in front of a sand background, the picture is from from above orientation , and contains full body"
Sympetrum striolatum_B.jpg,Sympetrum striolatum,"A dragonfly species:Sympetrum striolatum ,which belong to group : Anisoptera , in front of a white background, the picture is from from above orientation , and contains abdomen"
Sympetrum striolatum_C.jpg,Sympetrum striolatum,"A dragonfly species:Sympetrum striolatum ,which belong to group : Anisoptera , in front of a white background, the picture is from from above orientation , and contains only the head"
Sympetrum striolatum_D.jpg,Sympetrum striolatum,"A dragonfly species:Sympetrum striolatum ,which belong to group : Anisoptera , in front of a white background, the picture is from from above orientation , and contains abdomen"
Sympetrum striolatum_E.jpg,Sympetrum striolatum,"A dragonfly species:Sympetrum striolatum ,which belong to group : Anisoptera , in front of a white background, the picture is from from above orientation , and contains full body"
Sympetrum vulgatum_A.jpg,Sympetrum vulgatum,"A dragonfly species:Sympetrum vulgatum ,which belong to group : Anisoptera , in front of a aquatic plant background, the picture is from from above orientation , and contains full body"
Sympetrum vulgatum_B.jpg,Sympetrum vulgatum,"A dragonfly species:Sympetrum vulgatum ,which belong to group : Anisoptera , in front of a sand background, the picture is from from above orientation , and contains full body"
